index,STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT,PAYEE 1,PAYEE AMOUNT 1,PAYEE 2,PAYEE AMOUNT 2,PAYEE 3,PAYEE AMOUNT 3,PAYEE 4,PAYEE AMOUNT 4,PAYEE 5,PAYEE AMOUNT 5,PAYEE 6,PAYEE AMOUNT 6,PAYEE 7,PAYEE AMOUNT 7,PAYEE 8,PAYEE AMOUNT 8,PAYEE 9,PAYEE AMOUNT 9,PAYEE 10,PAYEE AMOUNT 10,CATEGORY 1,CATEGORY AMOUNT 1,CATEGORY 2,CATEGORY AMOUNT 2,CATEGORY 3,CATEGORY AMOUNT 3,CATEGORY 4,CATEGORY AMOUNT 4,CATEGORY 5,CATEGORY AMOUNT 5,CATEGORY 6,CATEGORY AMOUNT 6,CATEGORY 7,CATEGORY AMOUNT 7,CATEGORY 8,CATEGORY AMOUNT 8,CATEGORY 9,CATEGORY AMOUNT 9,CATEGORY 10,CATEGORY AMOUNT 10
4061,NM,Joy Irvine Garratt,State House,29,6352.599999999999,NM State Printing And Graphics (New Mexico),2750.2,Hdcc,1000.0,ActBlue,609.92,Square,432.0,Office Depot,146.7,Mail Chimp,131.0,Walmart,120.52,Advanced Legislative Leadership Services,109.28,Smiths Supermarket,106.55,West Side Democrats,100.0,Printing,2789.6,Contribution & Donation,1175.0,Credit Card Processing Fees,1041.92,General Operations & Supplies,373.21,Office Expenses,228.7,Meals & Catering,223.4,Website Services,136.34,Canvassing & Field Work,109.28,Travel & Lodging,100.0,Salary & Payroll,75.45
4062,NM,Gregorio Andrés Romero,State House,10,7773.360000000001,Don Mickey Designs,2449.64,Apple,1317.15,Hilton Hotels,607.86,Atrisco Heritage Academy High School,500.0,Ben Ray Lujan For Senate,500.0,Southwest Airlines,496.98,United Airlines,334.6,Halycon,279.4,Committee To Elect Billie Helean,250.0,Re-Elect Joy Garrett,250.0,Printing,2449.64,Contribution & Donation,2250.0,Travel & Lodging,1718.84,Software & Technology,1317.15,General Operations & Supplies,19.4,Website Services,18.33,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4063,NM,Miguel P. Garcia,State House,14,15671.28,Bare Bones Graphics,6286.09,Southwest Mail Service,3402.29,Johnny Tafoya,620.0,Alice Lujan,610.0,United States Postal Service/Postmaster (USPS),575.6,Linda L Lillow,372.17,Max Office,348.38,Stacy's Hallmark,331.72,Print Express,283.71,Danny Marquez,270.0,Printing,6796.09,Shipping & Postage,3977.89,Campaign Signs & Paraphernalia,1347.17,Political Funds & Groups,1190.0,Travel & Lodging,839.95,General Operations & Supplies,475.32,Canvassing & Field Work,446.34,Media & Ads,283.71,Meals & Catering,150.99,Office Expenses,94.49
4064,NM,Larry R. Scott,State House,62,19990.3,Sun Hobbs News,3807.27,Chuck Wendler,2500.0,Committee To Elect Beth Miller,2500.0,Campaign Marketing Strategies,2102.5,Petroleum Asset Management,1711.85,Hendricks For New Mexico,1500.0,Candace Gould For State Senate (New Mexico),1000.0,Lea County Republican Women (New Mexico),1000.0,Larry Scott,657.25,Committee To Elect Luis Terrazas,500.0,Contribution & Donation,9600.0,Media & Ads,4164.01,"PR, Communications, & Marketing",2102.5,General Operations & Supplies,1652.9100000000003,Shipping & Postage,869.23,Office Expenses,657.25,Canvassing & Field Work,294.0,Political Funds & Groups,250.0,Software & Technology,153.26,Meals & Catering,151.5
4065,NM,William Baldwin O'Neill,State Senate,13,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4066,NM,Rachel A. Black,State House,51,5312.22,Campaign Marketing Stategies (New Mexico),2102.5,Yvette Herrell,1000.0,Rachel Black,675.54,Drury Hotel,491.04,Republican Party Of Otero County (New Mexico),290.0,Committee To Elect Dinah Vargas,250.0,Committee To Elect Stefani Lord,250.0,Holiday Inn,101.47,Walmart,72.83,McAfee Virus Protection,36.78,"PR, Communications, & Marketing",2102.5,Contribution & Donation,1500.0,Printing,965.54,Travel & Lodging,592.51,General Operations & Supplies,72.83,Software & Technology,36.78,Fuel & Gas,24.56,Shipping & Postage,17.5,No ranked category found,0.0,No ranked category found,0.0
4067,NM,Antonio Maestas,State House,16,39506.9,House Democratic Campaign Committee (New Mexico),10000.0,Moe PAC,5000.0,Ladera Golf Course,4647.0,Giselle Alvarez,4000.0,Ladera Banquet Hall,3479.85,Greetings Etc,1977.08,Democratic Party Of Bernalillo County (New Mexico),1000.0,Janelle Gutierrez,1000.0,Robert Chavez For State Representative (New Mexico),1000.0,West Central Community Development Group,1000.0,Contribution & Donation,17957.89,General Operations & Supplies,9713.29,Meals & Catering,2835.2000000000003,Printing,2537.04,Campaign Consulting,2000.0,Direct Mail,1977.08,Event Expenses,794.95,Travel & Lodging,512.03,Canvassing & Field Work,425.0,Campaign Signs & Paraphernalia,242.72
4068,NM,Kelly K. Fajardo,State House,7,34263.31,NMdp,4732.42,Adelante Mailing,3757.18,Fuerte Consulting,2525.63,Ryan Chavez,2500.0,4 Imprint,2152.06,Campaign Strategies,2102.5,Arroyo Del Oso Golf Course,1842.0,Direct Promotionals,1760.0,Matt Garcia-Sierra,1250.0,Mailchimp,1235.0,Campaign Consulting,5878.13,Shipping & Postage,4726.089999999999,Contribution & Donation,4357.72,Polling & Research,3583.95,Printing,3198.71,General Operations & Supplies,2690.4999999999995,Direct Mail,2595.11,Event Expenses,1561.0,Travel & Lodging,1404.13,Software & Technology,1272.75
4069,NM,Howie C. Morales,Lieutenant Governor,,414344.22,Bouchard And Gold Communications,158648.93,Sadler Strategic Media,68560.0,Creative Political Media,26060.0,Jim Farrell,25291.02,CFO Consulting,22403.5,Vincent Jets,15354.33,Jacobson & Zilber Strategies,13882.55,Democratic Party Of New Mexico,8675.0,NGP VAN,8400.0,Thomas Durham,7394.42,"PR, Communications, & Marketing",158648.93,Media & Ads,113412.44,Canvassing & Field Work,26797.21,Travel & Lodging,25629.79,Campaign Consulting,24493.87,Fundraising & Fundraising Consulting,22403.5,Software & Technology,8610.06,Printing,7287.46,Contribution & Donation,6500.0,Credit Card Processing Fees,3853.25
4070,NM,Matthew McQueen,State House,50,72260.90000000001,Bergmann Zwerdling Direct,23096.09,Blue Swayed Strategies,16826.949999999997,NM House Democratic Campaign Committee (New Mexico),7500.0,Bluegreen Strategies,3778.55,Gabrielle Schultz,3584.27,Matthew McQueen,3262.57,Don Mickey Designs,2055.02,New Mexico State Printing,2004.0,Shutterfly,1672.52,ActBlue,1155.86,Direct Mail,23096.09,Campaign Consulting,21307.56,Contribution & Donation,7950.0,Printing,6728.06,Media & Ads,4719.79,Fuel & Gas,2911.82,General Operations & Supplies,1548.38,Credit Card Processing Fees,1371.86,Shipping & Postage,917.2,Salary & Payroll,901.33
4071,NM,Michael Padilla,State Senate,14,47254.7,Jeanette Candelaria,8506.91,Greetings Etc!,5264.73,Brad Gallegos,4500.0,Robert G Chavez For State Representative (New Mexico),3000.0,Edwina Pina Cisneros For State Represtative (New Mexico),2000.0,Network Solutions,1653.2,Bannersonthecheap,1399.33,Office Depot,1279.64,Larry Nelson,1249.0,Constant Contact,1246.75,General Operations & Supplies,15293.39,Direct Mail,9331.49,Political Funds & Groups,6450.0,Office Expenses,2053.01,Website Services,1737.2900000000002,Campaign Signs & Paraphernalia,1678.39,Meals & Catering,1653.22,Software & Technology,1446.4199999999998,Utilities,1222.9399999999998,Digital Advertising,1201.99
4072,NM,Antoinette Sedillo Lopez,State Senate,16,11306.23,Greetings,3889.1,State Printing (New Mexico),2967.0,My Campaign Store,1251.55,Alexa Grodner,755.13,Dem P Bern County (New Mexico),500.0,Linda Lillow,399.56,Don Mickey Designs,332.26,United States Postal Service/Postmaster (USPS),188.0,Immanuel Presbyterian Church,175.0,Mail Chimp,150.0,Printing,7369.26,Campaign Signs & Paraphernalia,1547.55,Meals & Catering,755.13,Political Funds & Groups,500.0,Office Expenses,215.0,Website Services,209.85,Shipping & Postage,188.0,Credit Card Processing Fees,120.28000000000002,Travel & Lodging,103.56,Contribution & Donation,100.0
4073,NM,James Rj Strickler,State House,2,4310.96,Campaign Marketing Strategies,2102.5,Affordable Energy PAC,1000.0,Committee To Elect Luis Terrazas,500.0,Michael Hendricks,500.0,NM State Printing & Graphics (New Mexico),203.2,Lcs Print Shop,5.26,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,"PR, Communications, & Marketing",2102.5,Political Funds & Groups,1500.0,General Operations & Supplies,500.0,Printing,208.46,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4074,NM,Roger Evan Montoya,State House,40,36436.34,Holguin Consulting,18582.58,Avis,3794.07,Bgc-Biogeocreations,1769.15,Sign Rocket,1483.75,Katrina Jackson,1200.0,ActBlue,1026.35,Sun Rio Grande,907.23,La Fonda Del Sol,812.23,Facebook,774.24,Hacienda Home Center,728.03,Media & Ads,8587.7,Campaign Consulting,5258.91,Campaign Signs & Paraphernalia,4881.78,Travel & Lodging,3794.07,Direct Mail,3706.51,General Operations & Supplies,2488.11,Credit Card Payment & Bank Fees,1901.15,Printing,1780.4,Digital Advertising,1329.03,Credit Card Processing Fees,1208.01
4075,NM,Ambrose M. Castellano,State House,70,2104.25,Kfun,1382.05,Democratic Party Of New Mexico,380.0,Santa Fe Sports And Images,298.2,New Mexico Bank And Trust (Fnbnm),28.0,NM Bank And Trust,16.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,Media & Ads,1382.05,Software & Technology,380.0,Printing,298.2,Credit Card Payment & Bank Fees,34.0,Salary & Payroll,10.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4076,NM,Nathan P. Small,State House,36,30847.88,Brian Egolf Speaker Fund,10000.0,NM Hdcc,10000.0,H H Dinero Tree,4003.05,Saddle PAC,2500.0,NM State Printing And Graphics (New Mexico),2110.86,Xochitl For New Mexico,1000.0,Democratic Party Of Do?A Ana County (New Mexico),550.0,Jeff Steinborn For Senate,200.0,Ali Scotten,192.68,Luciana Nino,112.89,Contribution & Donation,23700.0,Printing,6113.91,Meals & Catering,550.0,Canvassing & Field Work,305.57,Office Expenses,105.87,Credit Card Processing Fees,72.53,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4077,NM,Zachary J. Cook,State House,56,19938.25,Full Compliance Consulting,4496.06,4 Imprint,4362.42,Wal Mart,3284.62,Apple,2405.26,Campaign Marketing Strategies,2102.5,Costco,661.58,Ruidoso Valley Chamber Of Commerce,450.0,Eastern New Mexico University Foundation,300.0,Ruidoso Junior Golf Association,300.0,Ruidoso Food For Kids,250.0,Media & Ads,6969.52,Compliance Services,4496.06,Software & Technology,2405.26,"PR, Communications, & Marketing",2102.5,General Operations & Supplies,1751.18,Meals & Catering,846.81,Printing,640.47,Office Expenses,267.45,Shipping & Postage,199.0,Travel & Lodging,160.0
4078,NM,Linda Michelle Serrato,State House,45,27046.4,Crosstabs Consulting,7110.860000000001,Marketing Strategies,4877.12,Foundation Blue Media,4000.0,Greetings Etc,2858.83,United States Postal Service/Postmaster (USPS),1275.0,ActBlue,1127.76,Copy Power,840.38,Facebook,762.88,Jonathan Krawczyk,750.0,Ai Call Time,525.0,Campaign Consulting,6304.22,"PR, Communications, & Marketing",4877.12,Media & Ads,4000.0,General Operations & Supplies,2858.83,Canvassing & Field Work,1877.48,Shipping & Postage,1275.0,Utilities,1267.62,Credit Card Processing Fees,1127.76,Digital Advertising,788.5899999999999,Software & Technology,772.0
4079,NM,Phelps Anderson,State House,66,20039.55,NMhrcc,5000.0,Roosevelt County Fair Livestock Sale (New Mexico),2383.33,Campaign Marketing Strategies,2102.5,Eastern NM State Fair (New Mexico),1500.0,Sandhill Sign,1232.56,Chaves County Republican Women (New Mexico),850.0,Lovington Daily Leader,777.0399999999998,Scott Committee To Elect Larry R,598.9,Affordable Energy PAC,500.0,David Westphall Veterans Foundation,500.0,Contribution & Donation,11633.33,Media & Ads,2738.17,"PR, Communications, & Marketing",2102.5,Campaign Signs & Paraphernalia,1232.56,Printing,575.0,Campaign Consulting,500.0,Travel & Lodging,359.0,General Operations & Supplies,270.28,Shipping & Postage,242.0,Meals & Catering,236.71
4080,NM,Alonzo Baldonado,State House,8,41539.03999999999,Adelante Mailing Services,8410.880000000001,Republican Party Of NM (New Mexico),5680.0,Rebecca Baldonado,3086.02,Direct Promotionals,2913.0,Office Depot,2554.28,Apple,2308.31,Makemynewspaper,2209.07,Campaign Marketing Strategies,2102.5,Arroyo Del Oso Golf Course,1842.0,Facebook,1806.84,Shipping & Postage,8522.880000000001,Printing,6851.46,Media & Ads,4163.16,Credit Card Payment & Bank Fees,3104.02,Contribution & Donation,3044.0,"PR, Communications, & Marketing",2685.7200000000003,General Operations & Supplies,2658.45,Office Expenses,2554.28,Software & Technology,2308.31,Digital Advertising,1806.84
4081,NM,Christine Chandler,State House,43,3441.77,Nationbuilder,1183.85,State Of New Mexico,577.0,United States Postal Service/Postmaster (USPS),447.0,Copy Power,352.41,The Jemez Thunder,207.34,My Campaign Store,177.84,Blue Swayed Strategies,167.83,Triple L Ink,86.3,Bethany Scott,74.64,Nina Neil,60.0,Software & Technology,1183.85,General Operations & Supplies,715.2,Travel & Lodging,513.35,Shipping & Postage,447.0,Campaign Signs & Paraphernalia,306.4,Event Expenses,113.66,Media & Ads,69.14,Contribution & Donation,40.83,Campaign Consulting,39.27,Credit Card Processing Fees,13.07
4082,NM,Harry Garcia,State House,69,3805.31,House Democratic Campaign Committee (New Mexico),1000.0,Cte Jerry S Wilcox,500.0,Valencia County Democratic Women's Federation (New Mexico),400.0,Sam's Club,383.07,National Pen Company,307.52000000000004,Grants High School Science Fair,300.0,Staples,291.23,Walmart,127.89,Cibola County Federation Of Democratic Women (New Mexico),125.0,Cibola County Democratic Party (New Mexico),100.0,Contribution & Donation,2325.0,General Operations & Supplies,912.36,Office Expenses,291.23,Travel & Lodging,126.72,Printing,100.0,Canvassing & Field Work,50.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4083,NM,Greg Nibert,State House,59,15919.02,Greg Nibert,5885.23,Campaign Marketing Strategies,2102.5,May Taylor & Co,1695.13,Sandhill Signs,1426.93,Southwest Printers,1290.78,New Mexico State Printing & Graphics,1079.14,Spr Host Network,584.34,Corona Ffa,350.0,Proline T Shirts,269.1,Cattle Baron,250.0,Printing,2951.38,Reimbursement,2525.76,"PR, Communications, & Marketing",2102.5,Fuel & Gas,1698.87,Campaign Signs & Paraphernalia,1696.0300000000002,General Operations & Supplies,1267.79,Accounting & Financial Management,1089.86,Office Expenses,1079.14,Event Expenses,584.34,Media & Ads,250.0
4084,NM,Marian Matthews,State House,27,22711.3,Strategies 360,8816.17,Morris Strategies For NM,7636.599999999999,Signrocket,1212.5,Mailquick,977.71,Don Mickey Designs,872.71,Linda Lillow,807.9799999999999,Nationbuilder,506.75999999999993,Getthru,342.96,Janet Bridgers,210.0,Lee Hammer,210.0,"PR, Communications, & Marketing",8816.17,Campaign Consulting,7636.599999999999,Campaign Signs & Paraphernalia,1243.78,Travel & Lodging,1212.88,Printing,1103.94,General Operations & Supplies,887.87,Software & Technology,700.9200000000001,Canvassing & Field Work,648.08,Credit Card Processing Fees,167.91,Shipping & Postage,165.0
4085,NM,Luis M. Terrazas,State House,39,24073.9,Abc Signs & Shirts,4272.76,Axiom Strategies,3500.0,Capital City Research,2580.8900000000003,Unicorn Press,1989.36,Silver City Daily Press,1375.68,United States Postal Service/Postmaster (USPS),1125.0,Star Morning,1058.4,Kelli Emkes,1000.0,Heraldreview Media,850.17,John Campbell,800.0,Media & Ads,9435.48,Campaign Consulting,3500.0,Travel & Lodging,2955.4700000000003,Salary & Payroll,2703.33,Meals & Catering,1346.34,Contribution & Donation,1250.0,Shipping & Postage,1125.0,General Operations & Supplies,483.84,Printing,456.84,Website Services,420.0
4086,NM,Candie G. Sweetser,State House,32,36133.82,New Mexico State Printing & Graphics,5844.08,NM House Democratic Campaign Committee (New Mexico),5000.0,Hidalgo County Fair Buyer's Pool (New Mexico),4080.0,Discover Card Services,2490.56,Sw NM State Fair (New Mexico),2450.8,Swnmsf,1217.85,Deming High School,1200.0,Chase,1020.0,Tharp's Flowers,1000.17,Deming Elks,1000.0,Contribution & Donation,11562.0,Printing,7282.849999999999,Media & Ads,5203.26,General Operations & Supplies,4189.15,Travel & Lodging,2490.56,Credit Card Processing Fees,1950.38,Salary & Payroll,1665.86,Meals & Catering,981.75,Event Expenses,325.0,"PR, Communications, & Marketing",145.63
4087,NM,Kristina Ortez,State House,42,20318.74,Maki Campaign Solutions,5421.88,Taos News,5058.280000000001,Greetings Ect,1853.24,Halguin Consulting,1618.13,Foundation Blue Media,1500.0,The Creative Mass,1286.63,ActBlue,900.05,Copy Power,639.76,My Campaign Store,608.95,Drury Inn,175.45,Media & Ads,6558.28,General Operations & Supplies,5553.3,Direct Mail,1853.24,Campaign Consulting,1618.13,Credit Card Payment & Bank Fees,1286.63,Credit Card Processing Fees,1030.4,Meals & Catering,623.4,Campaign Signs & Paraphernalia,608.95,Travel & Lodging,587.5,Utilities,227.71
4088,NM,Carrie Hamblen,State Senate,38,45749.08,Sinuate Media,20234.87,Connie Chapman,6843.73,Bravo Mic Communication,6294.06,Las Cruces Bullitin,2914.0,D2 Designs,2745.73,Hustle,1615.4,ActBlue,1016.54,Vanessa Dabovich,1000.0,Dpnm,950.0,United States Postal Service/Postmaster (USPS),652.0,Media & Ads,17005.81,"PR, Communications, & Marketing",9072.68,General Operations & Supplies,6559.4,Canvassing & Field Work,6498.75,Campaign Signs & Paraphernalia,2746.26,Shipping & Postage,1219.0,Credit Card Processing Fees,1016.54,Travel & Lodging,600.44,Event Expenses,400.0,Printing,343.22
4089,NM,Ron Griggs,State Senate,34,10994.26,Lindmark Outdoor Media,3947.99,Ron Griggs,2033.8,Lamar Advertising,1900.0,Yvette Herrell,1000.0,Mick Rich For Senate,500.0,Enm State Fair (New Mexico),400.0,Republican Party Of New Mexico,225.0,Rachel Black,200.0,Ryan Chavez,200.0,Dinah Vargas,150.0,Media & Ads,5907.99,Contribution & Donation,2600.0,Reimbursement,2033.8,Printing,225.0,General Operations & Supplies,104.47,Meals & Catering,93.0,Event Expenses,30.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4090,NM,Jason Carl Harper,State House,57,13624.159999999998,Kingsbridge,5000.0,NM State Printing & Graphics (New Mexico),3740.74,Jason Harper,952.46,Sharada Pandey,541.39,General Services Department,521.0,Amazon,413.66,Walmart,305.29,Walgreens,275.0,Emma Rounsville,250.0,Kassy's Kause,250.0,Campaign Consulting,5000.0,Printing,3933.54,Office Expenses,1614.2800000000002,Fuel & Gas,952.46,General Operations & Supplies,720.86,Contribution & Donation,470.0,Credit Card Processing Fees,383.51,Canvassing & Field Work,250.0,Digital Advertising,141.45,Travel & Lodging,100.0
4091,NM,William R. Rehm,State House,31,9399.7,NM State Printing And Graphics (New Mexico),2633.85,Campaign Marketing Strategies,2102.5,Goodman's Printing,1289.76,Progress New Mexico,1000.0,United States Postal Service/Postmaster (USPS),898.0,William R Rehm,415.5,David's Of Santa Fe,367.18,Bernalillo County Republican Party (New Mexico),297.0,NM Business Coalition,200.0,Autumn Integrity,80.91,Printing,4416.789999999999,"PR, Communications, & Marketing",2102.5,Contribution & Donation,1200.0,Shipping & Postage,898.0,Reimbursement,415.5,Office Expenses,286.0,Digital Advertising,80.91,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4092,NM,Benny J. Shendo,State Senate,22,16907.22,Eileen Shendo,2300.0,Angela Waquie,1500.0,Warrior Fuel Ii,1149.0,Pueblo Of Jemez,1000.0,Cheryl Toya,780.0,Max Office,655.85,Homedepot,507.56,Tamara Colaque,350.0,Janell Waquie,300.0,Pauline Freeland,300.0,General Operations & Supplies,3586.1600000000003,Fuel & Gas,2678.8500000000004,Media & Ads,2319.54,Meals & Catering,2228.44,Contribution & Donation,1836.0,Campaign Signs & Paraphernalia,1432.46,Salary & Payroll,865.0,Travel & Lodging,842.98,Office Expenses,550.6600000000001,Shipping & Postage,314.16
4093,NM,Micaela Lara Cadena,State House,33,18705.349999999995,Connie Chapman,3708.37,New Mexico House Democrats,2500.0,New Mexico State Printing & Graphics,2037.42,Emerge New Mexico,1550.0,United States Postal Service/Postmaster (USPS),1334.24,Presley Printing & Mailing,1303.93,Marianne Salas,1000.0,United Airlines,820.5,The Energy Council,790.0,Hotel Captain Cook,739.2,Contribution & Donation,4300.0,Political Funds & Groups,3708.37,Printing,3437.74,Travel & Lodging,2434.1400000000003,Shipping & Postage,1334.24,"PR, Communications, & Marketing",1000.0,Event Expenses,552.25,General Operations & Supplies,488.11,Meals & Catering,417.94,Website Services,330.0
4094,NM,Joshua Hernandez,State House,60,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4095,NM,Joanne J. Ferrary,State House,37,14130.309999999998,NM Hdcc,2500.0,New Mexico State Printing & Graphics,1116.72,Emerge New Mexico,1010.0,Matthew Gloudemans,1000.0,Pat Aguirre,1000.0,Sasha Lujan,1000.0,Salud,606.55,National Pen,590.53,United States Postal Service/Postmaster (USPS),588.0,Go Daddy,584.1700000000001,Contribution & Donation,4278.46,General Operations & Supplies,4264.780000000001,Printing,1291.68,Website Services,787.57,Meals & Catering,674.55,Shipping & Postage,588.0,Event Expenses,545.0,Credit Card Processing Fees,504.56000000000006,Software & Technology,300.26,Campaign Consulting,250.0
4096,NM,Jacob Candelaria,State Senate,26,18436.76,Don Mickey Designs,4686.24,Devrim Tiryaki,2536.7699999999995,Rocky Cordova,1672.21,Collin Troy,1637.0,Adrian Barboa For County Commission (New Mexico),1500.0,Casa Q,1000.0,John Blair For Congress,1000.0,Ladera Golf Course,833.0,Briens,625.0,Brian Harris For Prc,500.0,Contribution & Donation,5670.0,Printing,4686.24,Canvassing & Field Work,3237.11,Campaign Consulting,2387.0,Meals & Catering,1836.0,Media & Ads,350.0,Event Expenses,161.87,Reimbursement,60.0,Campaign Signs & Paraphernalia,48.54,No ranked category found,0.0
4097,NM,Brian Franklin Egolf,State House,47,172423.29,Holguin Consulting,20000.58,Lake Research Partners,15825.0,Blue Advantage Partners,13821.21,Egolf Speaker Fund,10000.0,Alls,9816.63,NM House Democratic Campaign Committee (New Mexico),5700.0,Amazon,4543.89,NM Hdcc,4300.0,Hilton Hotels,3915.29,Nick Baca,3380.78,Printing,38790.03999999999,Canvassing & Field Work,31761.58,Contribution & Donation,29350.0,Travel & Lodging,15340.09,Meals & Catering,12777.89,General Operations & Supplies,10624.85,Office Expenses,8297.400000000001,Software & Technology,6740.6100000000015,Media & Ads,3633.0,Salary & Payroll,3627.33
4098,NM,Rodney D. Montoya,State House,1,15354.38,Ryan Gleason,9199.38,Kingsbridge,5000.0,Committee To Elect Steve Neville,630.0,Committee To Elect Ryan Chavez,500.0,Four Corners Bank,25.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,Campaign Consulting,14199.38,Contribution & Donation,1130.0,Credit Card Payment & Bank Fees,25.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4099,NM,Doreen Ybarra Gallegos,State House,52,33161.54,American Express (Amex),10640.59,NMdhc,10000.0,Insta Copy,2538.03,NM State Printing Office (New Mexico),2484.76,Go Direct,2206.87,Doreen Gallegos,1500.0,Vlad Chaloupka Photography,542.0,Las Cruces International Film Festival,500.0,Matteo,378.67,Dona Ana Democratic Party (New Mexico),250.0,Contribution & Donation,11028.67,Credit Card Processing Fees,10707.74,Printing,3080.03,Office Expenses,2484.76,Direct Mail,2456.87,General Operations & Supplies,1665.0,Event Expenses,600.0,Meals & Catering,412.47,Software & Technology,400.0,Salary & Payroll Processing Fee,208.0
4100,NM,Craig W. Brandt,State Senate,40,37238.66,Baca For Senate NM,5000.0,Candace Gould For State Senate (New Mexico),5000.0,Sander For State Senator (New Mexico),5000.0,Committee To Elect Ryan Chavez,2000.0,Crystal Diamond For NM Seante,2000.0,David Gallus For NM Senate,2000.0,Joey Tiano For State Senate (New Mexico),2000.0,Morton For New Mexico,2000.0,Committee To Elect Gregg Fulfur,1500.0,Jim White For Senate,1500.0,Contribution & Donation,30750.0,Printing,1633.01,General Operations & Supplies,1276.9599999999998,Fuel & Gas,1269.92,Meals & Catering,875.5500000000001,Event Expenses,400.0,Campaign Signs & Paraphernalia,314.99,Office Expenses,268.88,Website Services,216.63,Travel & Lodging,106.75
4101,NM,Gerald P. Ortiz Pino,State Senate,12,16287.07,Tatiana Engelman,5000.0,Foces,1120.16,Committee To Elect Shannon Pinto,1000.0,Committee To Elect Claudia Risner,500.0,Democratic Party Of Bernalillo County (New Mexico),500.0,United States Postal Service/Postmaster (USPS),401.0,Committee To Elect Rodefer,400.0,Planned Parenthood,390.0,Roadrunner Food Bank,300.0,Emerge New Mexico,250.0,Contribution & Donation,8635.16,Legal Services,5100.0,Printing,950.0,Shipping & Postage,437.4,Travel & Lodging,400.0,Credit Card Payment & Bank Fees,300.0,General Operations & Supplies,200.0,Event Expenses,100.0,Utilities,100.0,Credit Card Processing Fees,52.01
4102,NM,Daymon B. Ely,State House,23,22301.93,Apex,6588.200000000001,House Democratic Caucus Committee (New Mexico),5000.0,Daymon Ely,2559.84,Karinna Solares,2175.0,Kelsey Martin,2150.0,State Printing (New Mexico),1843.56,ActBlue,673.6800000000001,Dennis Matthews,500.0,Emerge NM,500.0,Nationbuilder,226.2,Credit Card Processing Fees,7276.879999999999,Canvassing & Field Work,4325.0,Contribution & Donation,3500.0,Printing,2991.06,Political Funds & Groups,2000.0,Reimbursement,1412.34,Campaign Signs & Paraphernalia,500.0,Software & Technology,226.2,Salary & Payroll,45.45,General Operations & Supplies,25.0
4103,NM,Martin E. Hickey,State Senate,20,84516.08,Hopkins Sachs,21084.35,Swel,15620.96,Stephanie Maez,9169.75,Lumina Research,5515.0,Run The World,5020.0,ActBlue,3608.45,Change Research,3600.0,Andre Miller,3231.73,Prestidge Political,3000.0,Martin Hickey,2777.47,Campaign Consulting,33487.59,Direct Mail,21084.35,General Operations & Supplies,9975.429999999998,Printing,5395.849999999999,Event Expenses,5020.0,Credit Card Processing Fees,3608.45,Website Services,2401.62,Canvassing & Field Work,1870.96,Salary & Payroll,1391.77,Software & Technology,174.01999999999998
